FDA Handle,FDA Upload Date,Omeka Link,research,Confirmed/processed,Filename,File size,OCLC,Monograph/Serial,Type,Title (cyrillic) i͡e Ī ī Ẏ Ḟ ѣ,Title (romanized) ĭ  ë  i͡a  I͡A  ė  Ė  t͡s,Title (controlled)  T͡S  I͡U i͡u,Author (romanized),Author (cyrillic),Author's date of death,Place of publication (Cyrillic),Place of publication (romanized),Publisher (Cyrillic),Publishers (romanized),DCAA publisher number,Date,# of pages,Series (cyrillic),Series (romanized),Series/Serial numbering,Geographic region,Subject,Summary,Online version,Rights information,Notes,Additional Author 1,Additional Author 2,Additional Author 3,Additional Author 4,Series 2,Series 3,Language,Geospatial Data
http://hdl.handle.net/2451/43320,9/6/18,,in,present,isawdca_000857.pdf,3.10 MB,,monograph,book,Каменные изваяния - памятники древних тюрков,Kamennye izvai︠a︡nii︠a︡ - pami︠a︡tniki drevnikh ti︠u︡rkov,,"Mokrynin, V. P. (Vladimir Petrovich), 1937-","Мокрынин, В.П.",1937-2006,Фрунзе,Frunze,"Изд-во ""Кыргызстан""","Izd-vo ""Kyrgyzstan""",53,1979,20,,,,Kyrgyzstan,Stone sculptures - monuments of ancient Turks,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43321,9/6/18,,in,present,isawdca_000859.pdf,32.0 MB,6556970,monograph,book,Паргар в VII-VIII вв.,Pargar v VII-VIII [i.e. sedʹmom-vosʹmom] vv. n.ė. : Verkhniĭ Zeravshan v ėpokhu rannego srednevekovʹi︠a︡,Pargar v VII-VIII [i.e. sedʹmom-vosʹmom] vv. n.ė. : Verkhniĭ Zeravshan v ėpokhu rannego srednevekovʹi︠a︡,"I︠A︡kubov, I︠U︡suf","Якубов, Ю.",1927-,Душанбе,Dushanbe,"Изд-во ""Дониш""","Izd-vo ""Donish""",4,1979,219,,,,Tajikistan,"Archaeology, Medieval. Pargar, Tajikistan--Antiquities. Tajikistan--Antiquities.",,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015048716107","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Staviskiĭ, B. I︠A︡.",,,,,,Russian,
http://hdl.handle.net/2451/43322,9/6/18,,in,present,isawdca_000860.pdf,67.9 MB,6488964,monograph,book,Средняя Азия в научном наследии отечественного востоковедения,Sredni︠a︡i︠a︡ Azii︠a︡ v nauchnom nasledii otechestvennogo vostokovedenii︠a︡,Sredni︠a︡i︠a︡ Azii︠a︡ v nauchnom nasledii otechestvennogo vostokovedenii︠a︡,"Lunin, B. V. (Boris Vladimirovich), 1906-","Лунин, Б.В.",1906-2001,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1979,185,,,,Central Asia,"Asia, Central--Historiography. Asia, Central--Study and teaching (Higher)--Soviet Union",,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015048709052","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43323,9/6/18,,in,present,isawdca_000861.pdf,23.1 MB,6379412,monograph,book,Тмутараканский камень,Tmutarakanskiĭ kamenʹ,Tmutarakanskiĭ kamenʹ,"Medynt︠s︡eva, Alʹbina Aleksandrovna.","Медынцева, А.А.",1939-,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",12,1979,58,,,,Russia,Inscriptions. Church Slavic. Taman Peninsula. Russia--Antiquities. Russia (Federation)--Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015025953129","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43324,9/6/18,,in,present,isawdca_000862.pdf,31.1 MB,8111673,monograph,book,Древняя и средневековая культура Чача,Drevni︠a︡i︠a︡ i srednevekovai︠a︡ kulʹtura Chacha,Drevni︠a︡i︠a︡ i srednevekovai︠a︡ kulʹtura Chacha,"Shishkina, Galina Vasilʹevna.","Шишкина, Г.В.",?,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1979,188,,,,Uzbekistan,Uzbekistan--Civilization,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015048716222","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43325,9/6/18,,in,present,isawdca_000863.pdf,84.1 MB,10800995,serial,serial,Кочевники на границах Хорезма,Kochevniki na granit︠s︡akh Khorezma,Kochevniki na granit︠s︡akh Khorezma,"Itina, Marianna Aleksandrovna","Итина, М.А.",?,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",15,1979,199,Труды Хорезмской архeолого-этнографической экспедиции,Trudy Khorezmskoĭ arkheologo-ėtnograficheskoĭ ėkspedit︠s︡ii ;,11,Uzbekistan,"Khorezm (Kingdom)--Antiquities. Uzbekistan--Antiquities. Asia, Central--Antiquities.",,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015019581936","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,Trudy Khorezmskoĭ arkheologo-ėtnograficheskoĭ ėkspedit︠s︡ii,,Russian,
http://hdl.handle.net/2451/43326,9/6/18,,in,present,isawdca_000864.pdf,27.6 MB,9204620,monograph,book,К палеоантропологии древнего Узбекистана,K paleoantropologii drevnego Uzbekistana,,"Khodzhaĭov, T. K. (Telʹman Kasimovich)","Ходжайов, Т.К.",1938-,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1980,170,,,,Uzbekistan,Prehistoric peoples--Uzbekistan. Prehistoric peoples. Uzbekistan.,,"LIMITED VIEW, https://catalog.hathitrust.org/api/volumes/oclc/9204620.html","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43327,9/6/18,,in,present,isawdca_000866.pdf,30.9 MB,81366764,monograph,book,Методика археологического исследования и закономерности развития древних обществ (тезисы совещания),"Metodika arkheologicheskogo issledovanii︠a︡ i zakonomernosti razvitii︠a︡ drevnikh obshchestv : tezisy soveshchanii︠a︡, okti︠a︡brʹ 1980 g",,"Masson, V. M. (Vadim Mikhaĭlovich) 1929-","Массон, В.М.",1929-2010,Ашхабад,Ashkhabad,"Изд-во ""Ылым""","Izd-vo ""Ylym""",46,1980,69,,,,Turkmenistan,Methodology of archaeological research…,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",presentation abstracts,,,,,,,Russian,
http://hdl.handle.net/2451/43328,9/6/18,,in,present,isawdca_000867.pdf,140 MB,8410875,monograph,book,Средневековые древности евразийских степей,Srednevekovye drevnosti evraziĭskikh stepeĭ,Srednevekovye drevnosti evraziĭskikh stepeĭ,"Pletneva, Svetlana Aleksandrovna","Плетнева, С.А.",1926-2008,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",12,1980,242,,,,,Soviet Union--Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015012071356","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",From folder Disk16 new,,,,,,,Russian,
http://hdl.handle.net/2451/43330,9/6/18,,in,present,isawdca_000868.pdf,12.5 MB,10100044,monograph,book,Иссык-куль - путешествие в историю,"Issyk-Kulʹ, puteshestvie v istorii︠u︡","Issyk-Kulʹ, puteshestvie v istorii︠u︡","Ploskikh, V. M. (Vladimir Mikhaĭlovich)","Плоских, В.",1937-,Фрунзе,Frunze,"Изд-во ""Кыргызстан""","Izd-vo ""Kyrgyzstan""",53,1981,78,,,,Kyrgyzstan,Ysyk-Kol oblast' (Kyrgyzstan)--Antiquities,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43331,9/6/18,,in,present,isawdca_000869.pdf,63.4 MB,10018200,monograph,book,Каталог сасанидских монет Грузии,Katalog sasanidskih monet Gruzii,Katalog sasanidskih monet Gruzii,"T︠S︡ot︠s︡elii︠a︡, M. V. (Medei︠a︡ Vladimirovna)","Цоцелия, М.В.",1948-,Тбилиси,Tbilisi,"""Мецниереба""","""Met︠s︡niereba""",54,1981,305,,,,Georgia,"Coins, Sassanid--Georgia (Republic). Coins, Sassanid. Georgia (Republic)",,"LIMITED VIEW, https://catalog.hathitrust.org/api/volumes/oclc/10018200.html","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43332,9/6/18,,in,present,isawdca_000870.pdf,29.6 MB,8951979,monograph,book,Культура сельских поселений Южного Согда III-VI вв.,Kulʹtura selʹskikh poseleniĭ I︠U︡zhnogo Sogda III-VI vv. : po materialam issledovaniĭ v zone Chimkurganskogo vodokhranilishcha,Kulʹtura selʹskikh poseleniĭ I︠U︡zhnogo Sogda III-VI vv. : po materialam issledovaniĭ v zone Chimkurganskogo vodokhranilishcha,"Kabanov, S. K. (Sergeĭ Kuzʹmich)","Кабанов, С.К.",1909-?,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1981,129,,,,Uzbekistan,Uzbekistan--Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/inu.39000001792329","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43333,9/6/18,,in,present,isawdca_000871.pdf,77.3 MB,10800995,serial,serial,Городище Топрак-кала (раскопки 1965-1975 гг.),Gorodishche Toprak-kala (raskopki 1965-1975 gg.),Gorodishche Toprak-kala (raskopki 1965-1975 gg.),"Nerazik, Elena Evdokimovna","Неразик, Е., Ю.Рапопорт",1927-,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",15,1981,155,Труды Хорезмской архeолого-этнографической экспедиции,Trudy Khorezmskoĭ arkheologo-ėtnograficheskoĭ ėkspedit︠s︡ii,12,Uzbekistan,Excavations (Archaeology)--Uzbekistan--Karakalpakstan. Toprak-kala (Uzbekistan: Extinct city). Karakalpakstan (Uzbekistan)--Antiquities.,,"NO BOOK, https://books.google.com/books?id=5w9pAAAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Rapoport, I︠U︡riĭ Aleksandrovich",,,,Khorezmskai︠a︡ arkheologo-ėtnograficheskai︠a︡ ėkspedit︠s︡ii︠a︡ (1937- ),,Russian,
